app_id,app_name,reviewId,userName,score,content,thumbsUpCount,at,sentiment_hint,contradiction_flag
com.google.android.keep,Google Keep - Notes and lists,f519f568-f259-448e-b6f5-787ffe91d154,HAFIZ AMEER HAMZA,5,بہت کمال,0,2026-02-06 07:15:04,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,42668a71-9e19-48e0-9396-e24b6ebc0765,ARVIND KHARE,5,very good easy to use and convenient,0,2026-02-06 06:37:42,POS,False
com.google.android.keep,Google Keep - Notes and lists,0ef378c1-b2a6-4179-aea0-decad4cd2b19,Mohammad Kokkechal,5,good jobe,0,2026-02-06 06:21:28,POS,False
com.google.android.keep,Google Keep - Notes and lists,7e9d0c7a-769d-4d42-a684-28067fae0e8b,Shekh Mushrraf,4,a good tool for necessary things,0,2026-02-06 06:15:28,POS,False
com.google.android.keep,Google Keep - Notes and lists,4a49dcf9-181e-4b5c-a421-4c2366b6ca3c,Sunil Golasangi,5,super super,0,2026-02-06 05:56:17,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,0fdb5cf2-8573-4dae-9a68-151d09d40e3a,Vishwajit Jadhav,1,Recently this app stopped notifications for the reminders! Please fix this ASAP,1,2026-02-06 05:55:23,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,9b486c63-e396-4e07-8e37-5ae88dcba703,Sazib Rahman,5,Need to morr update,0,2026-02-06 05:19:53,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,c64b5f5c-0ff2-474e-9d6c-4a92a27dba3e,chet raj joshi,5,राम्रो छ,0,2026-02-06 05:17:42,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,77e92819-d7db-4397-bf4b-8aa1c73adcb4,Barry Baxmeyer,5,very handy,0,2026-02-06 05:01:21,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,5f8600de-fb19-4377-be83-001cbe1ceb43,Md Arif,5,good apps nice,0,2026-02-06 03:58:56,POS,False
com.google.android.keep,Google Keep - Notes and lists,46a5b5a1-c926-4cef-8056-a714317bef77,Brandi McAlister,5,honestly keeps my life in some semblance of together,0,2026-02-06 03:29:44,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,eec2ab76-0dbd-4b53-beea-0b426e1cc0a5,KATTAR LODHI,4,very nice 👍,0,2026-02-06 03:21:58,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,97357d3f-c878-419d-a6da-129817007330,Anil More,5,good,0,2026-02-06 03:21:25,POS,False
com.google.android.keep,Google Keep - Notes and lists,41c10a16-6923-4b91-8a2d-19b0ff8b0de5,Fusie Novita,5,good,0,2026-02-06 03:11:04,POS,False
com.google.android.keep,Google Keep - Notes and lists,167e5d55-ab5a-4e35-8a9c-baf44e7cdd80,Bob Gio,3,needs true folders!,0,2026-02-06 02:41:07,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,4c5e89fe-8c27-4c7e-92db-7980d64342c6,Apu Ahmed,5,super,0,2026-02-06 02:25:18,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,07aba4a2-9cbd-44fc-a4ad-96fece42f56d,Moriah Thomas,5,its a basic notes app,0,2026-02-06 02:07:01,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,81ee4abe-a308-47c9-997a-ee979f8791cb,Nathaniel Segel,5,שימושי,0,2026-02-06 01:34:11,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,adbfa305-b96b-488f-b84c-9d5c0c9a0a26,Siddharth Singh,5,best think ki yaade,0,2026-02-06 00:39:27,POS,False
com.google.android.keep,Google Keep - Notes and lists,68b1c328-7092-4097-9ac6-cec0fdca2dc2,Khansa LN,5,The app is very good for organising your notes and drafts,0,2026-02-06 00:08:40,POS,False
com.google.android.keep,Google Keep - Notes and lists,7156e56f-fbd2-472c-acb9-9f7e721464ab,Priyanka Vernekar,1,my notes are not getting synced with the reminder timing. I tried everything,1,2026-02-05 22:35:40,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,42187457-b61e-4870-abcb-4cef5353a85f,ZEE PROduction,1,no longer works nor syncs on Andr 5 and Andr 6 even tough my devices are working ok. You literally FORCE people to trash working devices and spend for new ones. If there is something that creates global warming probably this is one of the main cauzes.,1,2026-02-05 22:24:06,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,942e345c-db14-4ae8-8a73-1ba90c239a25,Fidha Basheer,3,i like this app i started using it only a few months back i wish it had the option to lock notes so that way note down my password 🙂 because I always tend to forget my social media passwords,0,2026-02-05 21:34:29,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,349aadc3-e51d-4be3-976f-3c26ff5e9eff,Funmilayo Adebiyi,5,very very very good,0,2026-02-05 21:18:27,POS,False
com.google.android.keep,Google Keep - Notes and lists,430b182c-8419-409b-87e6-b280e7d1f3e7,max emitati,5,It's the best. Auto update the notes,0,2026-02-05 20:45:27,POS,False
com.google.android.keep,Google Keep - Notes and lists,c289dbc3-8b65-47f9-8ad6-fa10b1d98c1a,Dietta Burgoyne,5,"I use this app for: To Do list, grocery list, packing list and the other items. it's wonderful! It works with my googles so I can just tell it to add it to my list",0,2026-02-05 20:37:58,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,db933b06-464c-4ef3-9169-a25707073f47,Mohammed Arif,1,This was my favourite app for daily use but now they have forced integration with Google task and calendar which I abhor very much,1,2026-02-05 20:12:00,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,4662f597-3ab1-4c83-af35-35a42017fc4d,Mohamed Badurudeen,5,supar notes,0,2026-02-05 20:08:07,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,ae2c4e09-8fa7-4b26-aef7-d1b9ec8dff5a,Eduardo Bravo,5,best thing where you can retrieve back save items/subject for review,0,2026-02-05 20:03:12,POS,False
com.google.android.keep,Google Keep - Notes and lists,6f878754-6241-4559-93bc-252a24b2963a,Himanshu Kumar,5,Very Nice 👍🙂🥰,0,2026-02-05 19:09:53,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,b614be04-d814-49ac-9563-fb38abbda664,Shelley Pietracupa,5,"I love this app, such a great way to keep track of things.",0,2026-02-05 18:54:07,POS,False
com.google.android.keep,Google Keep - Notes and lists,26a7e496-192a-4d85-b270-c46bbb0e941b,Ranchi,5,most loved app,0,2026-02-05 18:08:31,POS,False
com.google.android.keep,Google Keep - Notes and lists,64f5fd39-35d8-4586-81c3-06d2c74e501c,Md Amish Sohail,5,Good,0,2026-02-05 18:06:24,POS,False
com.google.android.keep,Google Keep - Notes and lists,e9d938fb-7781-4fbf-851f-67a4777bcd23,Amar Deep,1,the reminder not working anymore even though I give the time remind,1,2026-02-05 17:14:19,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,8ef316d1-3939-4780-84df-e4fd9a050519,Ramesh Kumar,5,good,0,2026-02-05 17:12:14,POS,False
com.google.android.keep,Google Keep - Notes and lists,50911789-a039-4911-862b-f411fd2686ed,abdur Rahim 002 block,5,সুন্দর,0,2026-02-05 17:10:16,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,4a2dec83-da7a-4d82-92f1-313e3d2b6a43,kumarswamy mg,4,ok 👌,0,2026-02-05 16:44:12,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,c99c4291-18b8-4f55-afdc-509537f18db9,Thành Phạm,5,"great app, not perfect but reliable. been using it for years.",0,2026-02-05 16:38:39,POS,False
com.google.android.keep,Google Keep - Notes and lists,ce34580f-8c01-41f8-b342-d619d461dc27,Suresh Gaur,5,nice app,0,2026-02-05 16:30:23,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,5c0a82f3-27db-4750-8729-b1314260ca3e,Urvashi Kori,5,good 👍,0,2026-02-05 16:30:21,POS,False
com.google.android.keep,Google Keep - Notes and lists,4435e974-75c1-4f32-87e3-7c5e564adf90,Pardeep k,4,good,0,2026-02-05 16:20:35,POS,False
com.google.android.keep,Google Keep - Notes and lists,573d0878-5e2f-49ee-bb02-ecd048e8c9c1,RP RAHUL Y.T,5,nice,0,2026-02-05 16:18:01,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,333b9e05-f2c7-4fc8-b060-5917ad4b446d,shamsher ali ansari,5,it's very good,0,2026-02-05 16:16:35,POS,False
com.google.android.keep,Google Keep - Notes and lists,0c2739c7-c9aa-4069-b454-2fc63f215800,Zehra A.,1,"for some reason they thought it would be good to carry your notifications from the app itself to google app and the calendar app. if we wanted to get notified from the calendar, we would do so, we wouldn't use this notes app. also the ai additions are always tacky and lazy. idk why these companies of all apps have been making the most useless and stupid updates that nobody would ever ask for lately. edit: the reminders don't even work anymore ❤",5,2026-02-05 16:03:33,POS,True
com.google.android.keep,Google Keep - Notes and lists,d480542a-41e5-4a76-a184-3b11bc46c8f4,Manish Gupta,4,हाका,0,2026-02-05 16:01:46,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,d45702bb-1df2-4891-9b86-1c91f578e2e9,Aamir Ali Malik,5,ok,0,2026-02-05 16:01:40,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,d8a95b75-5e99-4772-8fe9-2467c930795c,Ajay,2,No reminders since 1st Jan 2026. Only events that are part of Google Calendar are shown in Calendar app but no reminder notifications from Keep Notes app,0,2026-02-05 15:29:41,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,a98ee32f-cddc-4ffa-be4a-645f590548d0,Devjyoti Barman Devjyoti,5,Best 💯💯,0,2026-02-05 15:04:38,POS,False
com.google.android.keep,Google Keep - Notes and lists,c05dc1cb-6beb-4904-b4a0-9bf12321bce3,Omesha Watson,5,"love this app, very useful.",0,2026-02-05 14:51:52,POS,False
com.google.android.keep,Google Keep - Notes and lists,087f3882-4867-4327-aed2-9610016aa986,Md Mizanurrahman,5,vary nice,0,2026-02-05 14:50:02,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,c656f4b7-e310-4ca4-896f-6d9a77ed4484,Vanilla Ice Cream,3,why did you move the dates of the notes? it was perfect when it was on the bottom,0,2026-02-05 14:46:16,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,2c0b247b-e6b0-4b43-8579-e5b1d2b5d14d,Adarsh Bhardwaj,5,nice app,0,2026-02-05 14:45:54,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,54b45485-7ae4-4b22-9210-43502f25a95a,Brenton McCuskey,1,"This used to be my go-to app for miscellaneous notes to myself, shopping lists, simple time based AND LOCATION BASED reminders, a place to put workshop ideas, and just about anything else I could think of. Now with the forced removal of location based reminders, forced integration with my calendar, as well as forced integration into Google Tasks has made this app a dumpster fire. I do not and have never wanted this app's reminders to be pulled into my calendar or other apps. Yay Enshittification",19,2026-02-05 14:40:05,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,db6b8191-0119-48ce-9dbe-15bb313a96de,Rutuj Dhodapkar,3,"add table in notes, make wodgts more better in ui",0,2026-02-05 14:32:10,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,59d910ad-4f9e-44fe-8da2-dce5f3ca8a5a,Zobiya Khan,4,its helpful for students,0,2026-02-05 14:26:43,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,5f58d744-1243-4c4e-bca9-e08a430d62ed,Swapnil Agrawal,5,awesome,0,2026-02-05 14:24:53,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,cab2c165-d172-4660-b699-8bf7c6ae4adc,Mustafa Bagwan,5,good,0,2026-02-05 14:21:10,POS,False
com.google.android.keep,Google Keep - Notes and lists,0becb9cb-349a-4cfb-8b1a-ec7673ce0571,Rameshwar Chaudhary,4,very good,0,2026-02-05 14:06:44,POS,False
com.google.android.keep,Google Keep - Notes and lists,af6c752b-d922-4858-814d-2c9cdc3583d6,Vivek Pandey,5,very nice,0,2026-02-05 14:03:06,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,35b9a31c-ab10-40f5-b2ff-481ac36475c4,Harvey Wise,5,have used this app for over 5 years and have never had an issue.,0,2026-02-05 13:10:12,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,0d33b7ae-547a-4cdb-829e-9d22b19acdf8,Prakash Tabhane,4,Good service provide for notes and backup service. Best notes app and best long time backup notes service and thanks to Google.,1,2026-02-05 12:55:16,POS,False
com.google.android.keep,Google Keep - Notes and lists,20af416c-6a74-4f9d-b4e7-c660841ab3aa,Tomisha,5,useful,0,2026-02-05 12:35:28,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,35a01189-a43d-4914-992e-be86eef0934d,Sami Sikder,5,good,0,2026-02-05 12:30:23,POS,False
com.google.android.keep,Google Keep - Notes and lists,2af9b0cb-b6cc-4710-987d-52b212565afb,Kemie Moloya,5,I think the app does not have enough background themes and colours,0,2026-02-05 12:19:12,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,474fbbc9-b6d6-4058-8289-bd679a18c1b5,Adil German,5,I am using this app since 2016 and i love this application and so on...,0,2026-02-05 12:06:46,POS,False
com.google.android.keep,Google Keep - Notes and lists,d1fe3fd0-77c4-4976-a7b3-91276adfff40,milan badarshahi,5,👌😊🥰,0,2026-02-05 11:26:30,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,7b007c6b-91c9-4431-aeae-2e68dd0e6a64,RAJKUMAR TATMA,5,nice 👍👍,0,2026-02-05 11:25:03,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,6038cb5a-35d3-4c92-9f05-a1c5be7c9870,Mahdi Parastesh,4,"Crashes after ""UNDO""; this error has been my headache for a year",0,2026-02-05 11:17:00,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,1457ec73-02f1-49c3-9e60-e9263c8c5615,Richard Lechuga,5,it is a good way to try to keep organized when I also use another one called just notes which is very efficient and effective too and it's like post digital postmarks,0,2026-02-05 10:41:57,POS,False
com.google.android.keep,Google Keep - Notes and lists,78938838-953d-4686-9aaf-ed2839a114a3,Peter Topley,5,Perfect companion,0,2026-02-05 10:08:15,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,7b64649a-7606-4e80-9aaa-9413f6924dad,Ajith Kumar,4,super,0,2026-02-05 07:38:22,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,2af9920a-6ed9-4833-ace7-6db587202fa0,Luckumay bryson,5,very good 👍🏽,0,2026-02-05 07:33:28,POS,False
com.google.android.keep,Google Keep - Notes and lists,e9472de0-762a-43b4-862c-3afcec73ef06,Lindelwa Hlatshwayo,5,very helpful,0,2026-02-05 07:08:39,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,16292189-a367-459b-aab9-ef844394affb,Md ibran Khan,5,its good for carry things,0,2026-02-05 06:31:16,POS,False
com.google.android.keep,Google Keep - Notes and lists,22345c94-d598-40f7-89d2-c60a2009e272,Maxim Bezzubenko,1,"After introducing the ""Tasks"" app became unusable, because reminders don't fire anymore.",2,2026-02-05 06:05:53,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,c2612120-1b5a-410d-aca5-0a3733d340e0,Bikash Saha,3,nice app,0,2026-02-05 06:02:07,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,a2b5eb6f-cc57-44e7-ab3c-da413cf2c139,Pradeep Dehriya,5,yado ko sambhal ne ke liye 🫠👍🏻,0,2026-02-05 05:41:49,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,d34a60d6-73a5-47ec-abc9-cfb811ee4272,CoderQueen,2,very laggy,5,2026-02-05 05:40:01,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,9a6ba734-81f8-499c-a7f8-84ee1791f45c,Don Doe,5,best for dev an organ.,0,2026-02-05 05:29:25,POS,False
com.google.android.keep,Google Keep - Notes and lists,5921f086-0314-4e40-abcc-bda3c0aedd92,Dr. Airuddh,1,difficult to see the created list,0,2026-02-05 05:25:10,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,fbc3b347-307d-4e4c-88e2-0dec27330843,Warwick Walsh,5,I just love this app,0,2026-02-05 05:22:26,POS,False
com.google.android.keep,Google Keep - Notes and lists,43848be0-d351-4a78-bbe9-4edfebfba192,Gautam kumar,5,good,0,2026-02-05 05:13:03,POS,False
com.google.android.keep,Google Keep - Notes and lists,db311317-6f1e-405b-8110-a3d0aa6a755f,Wiji Permana,5,good,0,2026-02-05 04:05:30,POS,False
com.google.android.keep,Google Keep - Notes and lists,a939504b-ef8b-4f54-a8a0-945483803410,Derrick “D” Holden,5,best notebook app,0,2026-02-05 03:45:49,POS,False
com.google.android.keep,Google Keep - Notes and lists,7c11917d-694d-4f8a-b50d-c2e9e14e8c9c,Vijay Mahajan,5,ok,0,2026-02-05 03:12:33,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,c5a2a636-0e99-4bba-80da-3a2fdeb9be20,Poonam Singh,5,This helped me in my daily tasks.,0,2026-02-05 03:07:53,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,9d301c36-ca58-4f94-b70b-6796aca41d88,Erin McBride,5,"I really enjoy all of the features though I think it's missing one; the ability to draw a line through text. This happens when you create a list and tick an item off, however I'd like to be able to have that as a deliberate feature included with the bold, italics etc.",0,2026-02-05 03:06:36,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,9cf22140-cedc-46a8-9f09-b43653dd3ce2,Wiljin Killar rai,5,best,0,2026-02-05 02:52:58,POS,False
com.google.android.keep,Google Keep - Notes and lists,6f648c08-97e9-41a4-8945-2887457900bd,Mohit Mohan Dalai,5,best god job 🤭,0,2026-02-05 02:41:38,POS,False
com.google.android.keep,Google Keep - Notes and lists,c67ab7db-af4d-4b18-bc76-1d0ac12956fb,Madhusudan Ojha,1,"been using for years. yet poorer than even the most basic notes app out there. no good themes, matter of fact, the same chunk of themes kinda stuck with me. it rots. no font edit feature. is that really what's to be expected from a trillion dollar parent company homing thousands of employees?? 🤦🏻",0,2026-02-05 01:55:16,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,8a29cc8d-3a6a-42b5-9d9c-42c4e1063544,Mikhail Nady,1,"no more reminders , tasks killed it",3,2026-02-05 01:50:43,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,5561c30c-d211-410e-9ef3-78c87a343fa9,Justin Humphries,5,"keeps all my notes well, even scheduled notes reminds me everytime I need it.",0,2026-02-05 01:09:13,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,c22d2bf7-fee2-4cc5-a7b7-44348209fb01,Stephen Baber,2,"Search is broken, used to highlight item in your list. Too hard for the later versions i guess. Lay flat ethic.",0,2026-02-04 23:32:21,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,a6ab29fd-6dd3-4ff4-aef7-4ecc425deb3d,S Khan,5,good,0,2026-02-04 23:20:10,POS,False
com.google.android.keep,Google Keep - Notes and lists,27f8b1dd-7730-4274-85f3-b05fc0fc92e8,Kit K-Tech420,5,safe and confidential,0,2026-02-04 22:42:29,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,41ccadfa-14ba-4b83-99ce-fea12668b4ea,Jordan Latta,1,"Google Tasks has ruined Keep. I have a ""To-do"" list in Keep that I update regularly. I made a recurring notification each day that would pop up, and even show the first couple lines of the note (high priority items) in the notification banner on my phone. But not any more. Google switched to using Google Tasks to manage this behavior, which just makes a Google Calendar event that does NOT update its title when I update my Keep note. Completely broken functionality and lack of parity.",2,2026-02-04 22:18:46,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,2ef962ef-50a5-4813-8b5a-d443bef8230f,Shaikh Shahrukh,4,"Good Service, Note Saved Everyone",0,2026-02-04 21:17:02,POS,False
com.google.android.keep,Google Keep - Notes and lists,06dce12a-fac3-4361-b372-0d72bbcd483e,Cherie McTiernan,5,love thia app,0,2026-02-04 21:03:03,POS,False
com.google.android.keep,Google Keep - Notes and lists,e83fd530-14ec-4bf0-a62a-07815663e426,Salahuddin Khan,5,use full,0,2026-02-04 20:23:02,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,19059800-d3c5-4f19-b6e6-ea8cb1b40b93,Mohamed INAN,5,good app,0,2026-02-04 19:46:53,POS,False
com.google.android.keep,Google Keep - Notes and lists,fadeba1b-2fba-4a97-bb96-479507cdecae,Sameer Morab,5,super,0,2026-02-04 19:08:45,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,f286e01f-94ba-425f-9e99-0a70fc4278d2,Mandy Nolden,5,does what I need,0,2026-02-04 19:07:47,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,0fb263b0-02ef-4e9e-97f2-34134fb8e907,Manish Kumar,1,very bad 😞,1,2026-02-04 19:07:05,NEG,False
com.google.android.keep,Google Keep - Notes and lists,7c546c0f-77ad-44c2-93cb-872b9d28a4c0,Chase,5,Marvelous. Could use more colors and backrounds but it is supremely functional.,0,2026-02-04 18:29:13,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,c2de9202-0d6d-4fe3-9f10-ab7b3c66531e,easy expressions,5,Great App for real,0,2026-02-04 18:26:42,POS,False
com.google.android.keep,Google Keep - Notes and lists,1fdbd7c2-bdd9-4fbb-8737-e4c26e6e6f46,SUSHEEL KUMAR YADAV,4,good,0,2026-02-04 17:55:09,POS,False
com.google.android.keep,Google Keep - Notes and lists,b6ba71a4-1268-49de-a4fd-deb8e407474b,Arshdeep singh,5,nice 👍,0,2026-02-04 17:54:50,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,2c562842-642e-4540-8f38-dded39cf3966,Kamalesh Shah,5,nice service,0,2026-02-04 17:44:45,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,69511320-bf61-48a1-a1c5-24ec5788e231,Jessie Pili Mata (NgieR),5,ok,0,2026-02-04 17:44:11,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,740953be-5334-40e9-8a8f-9938e196169a,elijah muthee,5,"I love n I like app, its great!!!",0,2026-02-04 17:23:10,POS,False
com.google.android.keep,Google Keep - Notes and lists,eb29cea6-bd8c-4ab5-bee8-8c23d2bd27b5,Kallepalli Sai Kowsik,4,it helps,0,2026-02-04 16:39:49,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,30908600-c457-46a9-b4ed-1d2b1bffd050,Sahil Gupta,1,good,0,2026-02-04 16:35:26,POS,True
com.google.android.keep,Google Keep - Notes and lists,6575f9e1-1728-4b91-9160-6c2cb2a50f8d,chinna shashank,1,"after update and linking it to calendar itinerary has became the worst app ,even after deleting the notes it's repeatedly coming who worst is this , there is no reply from this and even after deleting the notes it's repeatedly coming and it's worst thing ,i am requesting you to bring the old version asap ,this is very worst",10,2026-02-04 15:46:37,NEG,False
com.google.android.keep,Google Keep - Notes and lists,45e5f372-ac42-4c34-b31e-63ae7aab5139,Noor Haneen,5,it's so good you can make cute and aesthetic lists ✨,0,2026-02-04 15:44:37,POS,False
com.google.android.keep,Google Keep - Notes and lists,3a2d2446-c4cc-4fde-8dea-9d1a88e623b2,Oleh Savchuk,1,"1. For many years developers can not add text search function inside the note. Windows notepad has this from day one. Really? 2. Since scheduled notifications moved to calendar, this feature became useless.",4,2026-02-04 15:44:25,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,0f638ac7-4120-4182-8876-5499a5d08876,Priti Singh,4,I want to mention the date & time please add them.,0,2026-02-04 15:23:52,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,4f60c929-3bf0-4827-90cb-97f530918007,SANGLAP RAY,4,Very Good App.,0,2026-02-04 15:20:39,POS,False
com.google.android.keep,Google Keep - Notes and lists,44a906a0-77e3-4d01-8f77-c92b77303dcd,Davaughn Mathis,5,very good notes app,0,2026-02-04 15:12:34,POS,False
com.google.android.keep,Google Keep - Notes and lists,952011dc-2e4d-42ba-baba-6240dfc2e58b,Leonardo Gavassoni,4,Good app.,0,2026-02-04 14:55:23,POS,False
com.google.android.keep,Google Keep - Notes and lists,5d193e2b-fa19-41b9-8a86-e48a62fcd091,Mulanga Mbuyi,5,"I love the app, but it would be really appreciated if @Google LLC developers cpuld implement a 'note lock' feature. Thanks.",0,2026-02-04 14:46:54,POS,False
com.google.android.keep,Google Keep - Notes and lists,de99b839-43de-4ac8-9521-407f99b60eba,Reshu Kashyap Queen,4,good,0,2026-02-04 14:36:38,POS,False
com.google.android.keep,Google Keep - Notes and lists,fb62b398-2f16-4243-95c2-2db66cf043c1,Keshara Senadeera,4,how about save pdf fils,0,2026-02-04 14:21:25,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,5b7d28ed-2044-4491-a678-14f594b90c83,Mani Khan,5,nice aap,0,2026-02-04 14:12:27,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,14bfcd6b-5b0f-4d54-8c18-2cb532c3c6f4,Enes Asıllıoğlu,2,"Keeps closing when opening a note, Xiaomi Mi 12 Pro (zeus) HyperOs 3, A15",0,2026-02-04 14:06:42,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,b5709522-db44-49d3-a625-585e9ff67b7a,SK Mahatab,5,wow,0,2026-02-04 14:05:09,NEUTRAL,False
com.google.android.keep,Google Keep - Notes and lists,20275619-1602-4841-860b-2154d81d9d46,Данил Лапин,5,"The best notes app for Android! I would like the sorting order to be remembered. I select ""sort by date modified"", but after that the notes are sorted in custom order again, and I have to change the sorting back again by date modified",0,2026-02-04 13:49:57,POS,False
